Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2023 Tesla Model 3 Performance,"$35,000",Jim McKay Chevrolet,Automatic,All-Wheel Drive,Electric,2.5,307 reviews,"Fairfax, VA (43 mi.)","10,365 mi."
2022 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$27,275",Easterns Automotive Group of Frederick,Automatic,All-Wheel Drive,Electric,4.8,897 reviews,"Frederick, MD (43 mi.)","96,910 mi."
2022 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$28,997",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","37,395 mi."
2023 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$30,997",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","25,141 mi."
2021 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$26,477",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","46,779 mi."
2017 Tesla Model S 100D,"$27,997",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","46,532 mi."
2017 Tesla Model S 100D,"$27,450",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","51,917 mi."
2021 Tesla Model 3 Long Range,"$26,995",Zoom Auto,Automatic,All-Wheel Drive,Electric,0,46 reviews,"Dumfries, VA (58 mi.)","20,911 mi."
2020 Tesla Model Y Performance Dual Motor All-Wheel Drive,"$29,700",Lease Return Center,Automatic,All-Wheel Drive,Electric,2.3,339 reviews,"Triangle, VA (60 mi.)","54,670 mi."
2017 Tesla Model S P100D,"$29,777",Lease Return Center,Automatic,All-Wheel Drive,Electric,2.3,339 reviews,"Triangle, VA (60 mi.)","67,835 mi."
2021 Ford Mustang Mach-E Premium,"$28,000",Bob Ruth Ford,Automatic,All-Wheel Drive,Electric,4.7,"1,942 reviews","Dillsburg, PA (64 mi.)","16,072 mi."
2018 Tesla Model X P100D,"$38,980",Auto Leader,Automatic,All-Wheel Drive,Electric,3.9,150 reviews,"Baltimore, MD (8 mi.)","74,800 mi."
2019 Tesla Model 3 Long Range,"$27,350",Easterns Automotive Group of Laurel,Automatic,All-Wheel Drive,Electric,4.9,"4,081 reviews","Laurel, MD (13 mi.)","52,891 mi."
2024 Polestar 2 Long Range Dual Motor Plus,"$38,500",Koons Volvo Cars White Marsh,Automatic,All-Wheel Drive,Electric,4.2,410 reviews,"White Marsh, MD (16 mi.)","8,117 mi."
2022 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$30,798",INFINITI of Suitland,Automatic,All-Wheel Drive,Electric,3.5,188 reviews,"Suitland, MD (32 mi.)","47,890 mi."
2023 Audi Q4 e-tron Premium Plus 50 quattro,"$35,225",Audi Arlington,Automatic,All-Wheel Drive,Electric,3.9,726 reviews,"Arlington, VA (35 mi.)","18,136 mi."
2024 BMW iX xDrive50,"$70,510",Porsche Arlington,Automatic,All-Wheel Drive,Electric,4.6,"1,090 reviews","Arlington, VA (35 mi.)","8,385 mi."
2023 Audi Q4 e-tron Prestige 50 quattro,"$39,730",Audi Tysons Corner,Automatic,All-Wheel Drive,Electric,4.8,"1,429 reviews","Vienna, VA (37 mi.)","6,781 mi."
