Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2021 Land Rover Range Rover Velar P250 S,"$33,950",Easterns Automotive Group of Laurel,Automatic,Four-Wheel Drive,Gasoline,4.9,"4,081 reviews","Laurel, MD (13 mi.)","55,401 mi."
2024 Land Rover Range Rover Velar P250 SE R-Dynamic,"$69,400",Jaguar Land Rover of West Columbia,Automatic,Four-Wheel Drive,Gasoline,4.8,740 reviews,"Clarksville, MD (15 mi.)",108 mi.
2023 Jeep Wrangler 4xe Rubicon,"$36,990",Antwerpen Toyota,Automatic,Four-Wheel Drive,Gasoline,4.5,"1,419 reviews","Clarksville, MD (15 mi.)","42,465 mi."
2018 Ford Fusion Titanium,"$19,998",CarMax Salisbury,Automatic,Four-Wheel Drive,Gasoline,0,2 reviews,N/A,"36,086 mi."
2016 BMW 435 I xDrive Gran Coupe,"$23,998",CarMax Lancaster,Automatic,Four-Wheel Drive,Gasoline,2.4,19 reviews,N/A,"49,988 mi."
2024 Volkswagen Golf R R,"$47,998",CarMax West Sahara,Automatic,Four-Wheel Drive,Gasoline,0,11 reviews,N/A,"4,406 mi."
2018 Chevrolet Silverado 1500 LT,"$29,570",Superior Motors Company,Automatic,Four-Wheel Drive,Gasoline,0,15 reviews,"Bel Air, MD (25 mi.)","85,478 mi."
2022 GMC Sierra 1500 Limited Denali,"$45,128",Ourisman Chevrolet Mitsubishi -Curbside Pick Up and Home Delivery Available,Automatic,Four-Wheel Drive,Gasoline,4.1,539 reviews,"Marlow Heights, MD (32 mi.)","64,095 mi."
2016 GMC Sierra 2500 Base,"$29,710",Renn Kirby Mitsubishi,Automatic,Four-Wheel Drive,Gasoline,4.3,153 reviews,"Frederick, MD (41 mi.)","105,258 mi."
2022 Chevrolet Silverado 1500 Limited LTZ,"$45,390",Waldorf Chevrolet Cadillac,Automatic,Four-Wheel Drive,Gasoline,3.3,383 reviews,"Waldorf, MD (43 mi.)","20,677 mi."
2021 Mercedes-Benz GLC 300,"$29,998",CarMax Dulles,Automatic,Four-Wheel Drive,Gasoline,0,26 reviews,"Sterling, VA (44 mi.)","50,941 mi."
